plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date,issue_year,issue_month,issue_day,issue_dayofweek,issue_quarter,is_weekend,total_charges,net_paid,unpaid_balance_ratio,high_fine_flag,county_encoded,state_encoded,license_type_encoded,issuing_agency_encoded,violation_status_encoded
KSB9735,NY,PAS,9196196920,2025-04-12,08:17A,FRONT OR BACK PLATE MISSING,65.0,0.0,0.0,0.0,65.0,0.0,028,Manhattan,TRAFFIC,UNKNOWN,,2025,4,12,5,2,1,65.0,65.0,0.0,1,2,17,8,6,6
GVV5360,NY,PAS,4965450103,2025-09-19,07:00P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,4,17,8,1,6
GRE1813,NY,PAS,4966011292,2025-09-24,02:54P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,2,17,8,1,6
LZF2554,NY,PAS,4965450140,2025-09-19,07:01P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,1,17,8,1,6
LHX1896,NY,PAS,4936318450,2025-02-07,04:27P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,1.86,0.13,76.73,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-05-01,2025,2,7,4,1,0,76.86,76.60000000000001,0.0,0,1,17,8,1,6
14272ML,NY,COM,8657848053,2018-11-13,02:03P,REG. STICKER-EXPIRED/MISSING,65.0,60.0,18.129699999999982,0.31,189.4,0.0,110,Queens,TRAFFIC,UNKNOWN,2019-02-28,2018,11,13,1,4,0,143.12969999999999,189.09,0.0,1,3,17,1,6,6
JLU8417,NY,PAS,5701182794,2024-11-13,07:50P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,HEARING HELD-GUILTY,,2024,11,13,2,4,0,50.0,50.0,0.0,0,1,17,8,7,3
19864NB,NY,COM,5701182502,2024-11-13,06:47P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,1,7,6
LEK5648,NY,PAS,2023669224,2025-04-12,07:44A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,043,Bronx,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,12,5,2,1,65.0,65.0,0.0,1,0,17,8,0,6
LBD4284,NY,PAS,4941179626,2025-03-23,12:20A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,23,6,1,1,50.0,50.0,0.0,0,3,17,8,1,6
GASNAI,NY,OMT,4941179274,2025-03-23,12:09A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,23,6,1,1,50.0,50.0,0.0,0,1,17,6,1,6
HLZ4506,NY,PAS,4939204170,2025-03-06,01:25P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
22590,MA,PAS,4939204108,2025-03-06,01:24P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,10,8,1,6
KVT3106,NY,PAS,4939204443,2025-03-06,01:28P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
DASTDAAD,NY,SRF,4939204625,2025-03-06,01:29P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,11,1,6
Y207725C,NY,OMT,4965450310,2025-09-19,07:15P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,1,17,6,1,6
L71RSZ,NJ,PAS,5701183154,2024-11-13,08:56P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,2,16,8,7,6
LDJ2770,NY,PAS,4936319351,2025-02-07,05:25P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,1.9,0.04,76.86,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-05-01,2025,2,7,4,1,0,76.9,76.82,0.0,0,3,17,8,1,6
PWEP87,FL,PAS,4941179845,2025-03-23,12:26A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,23,6,1,1,50.0,50.0,0.0,0,2,6,8,1,6
LSX8968,NY,PAS,4938013022,2025-02-23,01:30P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,2,23,6,1,1,75.0,75.0,0.0,0,1,17,8,1,6
LAN6106,NY,PAS,5703580961,2025-03-23,04:53P,NO STANDING-OFF-STREET LOT,150.0,0.0,0.0,0.0,150.0,0.0,000,Manhattan,TRANSIT AUTHORITY,UNKNOWN,,2025,3,23,6,1,1,150.0,150.0,0.0,1,2,17,8,7,6
JLB4660,PA,PAS,4939782463,2025-03-11,12:46P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,19,8,1,6
2208269,IN,PAS,9049138202,2023-05-13,10:57A,DOUBLE PARKING-MIDTOWN COMML,115.0,0.0,0.0,55.09999999999991,0.0,0.0,018,Manhattan,TRAFFIC,HEARING HELD-NOT GUILTY,,2023,5,13,5,2,1,115.0,-55.09999999999991,0.0,1,2,9,8,6,5
MCP7685,PA,PAS,4939782402,2025-03-11,12:45P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,19,8,1,6
KHS2687,NY,PAS,4939204431,2025-03-06,01:28P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
EGA7259,NY,PAS,4939204662,2025-03-06,01:29P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
KVG4855,NY,PAS,1498529677,2025-01-07,06:21P,NO STANDING-DAY/TIME LIMITS,115.0,30.0,0.0,0.0,145.0,0.0,013,Manhattan,LONG ISLAND RAILROAD,HEARING ADJOURNMENT,,2025,1,7,1,1,0,145.0,145.0,0.0,1,2,17,8,3,2
KHA2789,NY,PAS,1498529379,2025-01-13,11:13A,NO PARKING-STREET CLEANING,65.0,60.0,0.59,0.09,125.5,0.0,013,Manhattan,LONG ISLAND RAILROAD,UNKNOWN,2025-05-01,2025,1,13,0,1,0,125.59,125.41,0.0,1,2,17,8,3,6
XBHV63,NJ,PAS,9188795184,2025-03-04,02:11P,DOUBLE PARKING-MIDTOWN COMML,115.0,0.0,0.0,0.0,115.0,0.0,018,Manhattan,TRAFFIC,HEARING HELD-GUILTY,,2025,3,4,1,1,0,115.0,115.0,0.0,1,2,16,8,6,3
T130722C,NY,OMT,1498529732,2025-01-10,06:48P,NO STANDING-DAY/TIME LIMITS,115.0,60.0,0.91,0.22,175.69,0.0,013,Manhattan,LONG ISLAND RAILROAD,UNKNOWN,2025-05-01,2025,1,10,4,1,0,175.91,175.47,0.0,1,2,17,6,3,6
A76UEH,NJ,PAS,4049629458,2025-11-18,02:30P,BUS LANE VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,11,18,1,4,0,50.0,50.0,0.0,0,3,16,8,1,6
EEB8795,NY,PAS,4965843400,2025-09-23,05:37P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,25.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,23,1,3,0,75.0,25.0,0.0,0,3,17,8,1,6
HZA5140,NY,PAS,4965450346,2025-09-19,07:19P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,0,17,8,1,6
ZTS3262,PA,PAS,4939783042,2025-03-11,01:00P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,19,8,1,6
LHP5568,NY,PAS,4939204844,2025-03-06,01:32P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
W300966C,NY,OMT,5701183324,2024-11-13,08:05P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,6,7,6
KDV3856,NY,PAS,4939205022,2025-03-06,01:33P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
JCS5154,NY,PAS,4939783054,2025-03-11,01:00P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,2,17,8,1,6
LPG8041,NY,PAS,4939783078,2025-03-11,01:00P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
F82MNZ,NJ,PAS,2023672181,2025-04-11,11:46A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,024,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,16,8,0,6
P92UEJ,NJ,PAS,2023672193,2025-04-11,11:49A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,024,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,11,4,2,0,65.0,65.0,0.0,1,2,16,8,0,6
GJD3923,NY,PAS,2023672260,2025-04-15,08:16A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,020,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,2,17,8,0,6
T754675C,NY,OMT,2023684146,2025-04-15,12:05P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,050,Bronx,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,0,17,6,0,6
LNS3552,NY,PAS,4939205472,2025-03-06,01:37P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
KHM8484,NY,PAS,4939205319,2025-03-06,01:36P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
S26VXZ,NJ,PAS,5707328646,2025-11-04,04:33P,MTA CAMERA VIOLATION - DOUBLE PARKING,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2025,11,4,1,4,0,50.0,50.0,0.0,0,5,16,8,7,6
LLE2766,NY,PAS,4938013927,2025-02-23,01:46P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,2,23,6,1,1,75.0,75.0,0.0,0,4,17,8,1,6
KGW4480,NY,PAS,4049629495,2025-11-18,02:45P,BUS LANE VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,11,18,1,4,0,50.0,50.0,0.0,0,3,17,8,1,6
KPY5434,NY,PAS,5701183385,2024-11-13,08:12P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,1,17,8,7,6
EVA6400,NY,PAS,4966011486,2025-09-24,02:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,8,1,6
LZD9651,PA,PAS,4933165233,2025-01-09,04:20A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,2.16,0.0,77.16,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-04-03,2025,1,9,3,1,0,77.16,77.16,0.0,0,3,19,8,1,6
KYC1379,NY,PAS,4941180227,2025-03-23,12:41A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,23,6,1,1,50.0,50.0,0.0,0,3,17,8,1,6
JGN3389,NY,PAS,4939783250,2025-03-11,01:03P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,75.0,75.0,0.0,0,0,17,8,1,6
HNP3323,NY,PAS,9194107166,2025-03-27,08:50A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,026,Manhattan,TRAFFIC,UNKNOWN,,2025,3,27,3,1,0,65.0,65.0,0.0,1,2,17,8,6,6
LVT8591,NY,PAS,4966011498,2025-09-24,02:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,8,1,6
6EZ8245,MD,PAS,4784472848,2022-06-24,12:43P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,17.46,0.09,92.37,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-15,2022,6,24,4,2,0,92.46000000000001,92.28,0.0,0,3,11,8,1,6
HXU6220,NY,PAS,4939783480,2025-03-11,01:10P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
JKV1603,NY,PAS,4939205678,2025-03-06,01:39P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
JHT9235,NY,PAS,4939783625,2025-03-11,01:11P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
PBAREP,NY,SRF,4939205708,2025-03-06,01:40P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,11,1,6
JPK4881,NY,PAS,4965450590,2025-09-19,07:38P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
W800FV,NY,PAS,4939205897,2025-03-06,01:41P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
KYF9323,NY,PAS,2026971470,2025-10-21,08:36A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,088,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,,2025,10,21,1,4,0,65.0,65.0,0.0,1,1,17,8,0,6
EGN3327,NY,PAS,4965450656,2025-09-19,07:42P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
BT31592,CT,PAS,2026996507,2025-10-06,09:49A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,032,Manhattan,DEPARTMENT OF SANITATION,UNKNOWN,,2025,10,6,0,4,0,65.0,65.0,0.0,1,2,5,8,0,6
LJX3892,NY,PAS,9196197778,2025-04-15,04:52P,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,034,Manhattan,TRAFFIC,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,2,17,8,6,6
HHJ8549,NY,PAS,4966011553,2025-09-24,02:58P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,8,1,6
LPZ6030,NY,PAS,4941180562,2025-03-23,12:55A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,23,6,1,1,50.0,50.0,0.0,0,0,17,8,1,6
LHV5467,NY,PAS,9194107282,2025-03-27,09:15A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,026,Manhattan,TRAFFIC,UNKNOWN,,2025,3,27,3,1,0,65.0,65.0,0.0,1,2,17,8,6,6
KTC6687,NY,PAS,4784768208,2022-06-15,06:39P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,17.37,0.04,92.33,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-22,2022,6,15,2,2,0,92.37,92.28999999999999,0.0,0,1,17,8,1,6
GVG8281,NY,PAS,4784780270,2022-06-22,03:13P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,17.33,0.13,92.2,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2022-09-22,2022,6,22,2,2,0,92.33,92.07000000000001,0.0,0,0,17,8,1,6
MDL7467,PA,PAS,9049184765,2023-05-07,06:55A,NO PARKING-DAY/TIME LIMITS,60.0,60.0,16.71,0.01,136.7,0.0,040,Bronx,TRAFFIC,UNKNOWN,2023-08-24,2023,5,7,6,2,1,136.71,136.69,0.0,1,0,19,8,6,6
HXD6091,NY,PAS,9049196330,2023-05-01,12:07P,NO PARKING-STREET CLEANING,65.0,60.0,17.63,0.28,142.35,0.0,043,Bronx,TRAFFIC,UNKNOWN,2023-08-17,2023,5,1,0,2,0,142.63,142.07,0.0,1,0,17,8,6,6
JPR5023,NY,PAS,9194108560,2025-04-03,08:08A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,025,Manhattan,TRAFFIC,UNKNOWN,,2025,4,3,3,2,0,65.0,65.0,0.0,1,2,17,8,6,6
32130ND,NY,COM,4939205710,2025-03-06,01:40P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,2,17,1,1,6
83581MK,NY,COM,4966011590,2025-09-24,02:58P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,1,1,6
42449ND,NY,COM,4966011530,2025-09-24,02:57P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,1,1,6
P65URT,NJ,PAS,4049629574,2025-11-18,04:57P,BUS LANE VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,11,18,1,4,0,50.0,50.0,0.0,0,2,16,8,1,6
MRH2281,PA,PAS,4939784526,2025-03-11,01:44P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,1,19,8,1,6
T750504C,NY,OMT,5701184006,2024-11-13,10:30P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,5,17,6,7,6
LPF3880,NY,PAS,5701183993,2024-11-13,10:26P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,,2024,11,13,2,4,0,50.0,50.0,0.0,0,3,17,8,7,6
JBX2356,NY,PAS,5701184407,2024-11-14,08:04A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,6
T106164C,NY,OMT,5701184432,2024-11-14,08:06A,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,6,7,6
JBS9841,NY,PAS,4966011681,2025-09-24,02:59P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,8,1,6
BKE8607,NY,PAS,4928719074,2024-12-06,02:39P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,2.51,27.51,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,ADMIN REDUCTION,2025-02-27,2024,12,6,4,4,0,77.51,22.49,0.0,0,3,17,8,1,0
LUR8703,NY,PAS,4966011693,2025-09-24,02:59P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,8,1,6
LST0521,PA,PAS,4926472958,2024-11-17,02:37P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,2.55,0.0,77.55,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-02-06,2024,11,17,6,4,1,77.55,77.55,0.0,0,3,19,8,1,6
LPU2618,NY,PAS,4926473008,2024-11-17,02:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,2.57,0.06,77.51,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-02-06,2024,11,17,6,4,1,77.57,77.45,0.0,0,0,17,8,1,6
LGW8438,NY,PAS,4932524341,2025-01-01,09:36A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,1.41,0.07,76.34,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-03-27,2025,1,1,2,1,0,76.41,76.27000000000001,0.0,0,3,17,8,1,6
DTH1323,NY,PAS,9196198655,2025-04-18,03:21P,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,028,Manhattan,TRAFFIC,UNKNOWN,,2025,4,18,4,2,0,60.0,60.0,0.0,1,2,17,8,6,6
LJN1597,NY,PAS,4933815008,2025-01-14,07:34P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,1.3,0.09,76.21,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2025-04-03,2025,1,14,1,1,0,76.3,76.11999999999999,0.0,0,4,17,8,1,6
LSU9115,NY,PAS,4941180719,2025-03-21,05:42P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,21,4,1,0,50.0,50.0,0.0,0,3,17,8,1,6
LJV4324,NY,PAS,4941180847,2025-03-22,09:10A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,22,5,1,1,50.0,50.0,0.0,0,3,17,8,1,6
